"inlf","hours","kidslt6","kidsge6","age","educ","wage","repwage","hushrs","husage","huseduc","huswage","faminc","mtr","motheduc","fatheduc","unem","city","exper","nwifeinc","lwage","expersq"
1,1610,1,0,32,12,3.35400009155273,2.65000009536743,2708,34,12,4.02880001068115,16310,0.721499979496002,12,7,5,0,14,10.910059928894,1.21015405654907,196
1,1656,0,2,30,12,1.3889000415802,2.65000009536743,2310,30,9,8.44159984588623,21800,0.661499977111816,7,7,11,1,5,19.4999809265137,0.328512102365494,25
1,1980,1,3,35,12,4.54549980163574,4.03999996185303,3072,40,12,3.5806999206543,21040,0.691500008106232,12,7,5,0,15,12.0399103164673,1.51413798332214,225
1,456,0,3,34,12,1.09650003910065,3.25,1920,53,10,3.54169988632202,7300,0.781499981880188,7,7,5,0,6,6.79999589920044,0.0921232998371124,36
1,1568,1,2,31,14,4.59180021286011,3.59999990463257,2000,32,12,10,27300,0.621500015258789,12,14,9.5,1,7,20.1000595092773,1.52427196502686,49
1,2032,0,0,54,12,4.74209976196289,4.69999980926514,1040,57,11,6.71059989929199,19495,0.691500008106232,14,7,7.5,1,33,9.85905361175537,1.55648005008698,1089
1,1440,0,2,37,16,8.33329963684082,5.94999980926514,2670,37,12,3.42770004272461,21152,0.691500008106232,14,7,5,0,11,9.15204811096191,2.12026000022888,121
1,1020,0,0,54,12,7.84310007095337,9.97999954223633,4120,53,8,2.54850006103516,18900,0.691500008106232,3,3,5,0,35,10.9000396728516,2.05963397026062,1225
1,1458,0,2,48,12,2.12619996070862,0,1995,52,4,4.22060012817383,20405,0.751500010490417,7,7,3,0,24,17.3050003051758,0.754336416721344,576
1,1600,0,2,39,12,4.6875,4.15000009536743,2100,43,12,5.71430015563965,20425,0.691500008106232,7,7,5,0,21,12.9250001907349,1.54489898681641,441
1,1969,0,1,33,12,4.06300020217896,4.30000019073486,2450,34,12,9.79590034484863,32300,0.581499993801117,12,3,5,0,15,24.2999496459961,1.40192198753357,225
1,1960,0,1,42,11,4.59180021286011,4.57999992370605,2375,47,14,8,28700,0.621500015258789,14,7,5,0,14,19.7000694274902,1.52427196502686,196
1,240,1,2,30,12,2.08330011367798,0,2830,33,16,5.30039978027344,15500,0.721499979496002,16,16,5,0,0,15.0000095367432,0.733953177928925,0
1,997,0,2,43,12,2.26679992675781,3.5,3317,46,12,4.34130001068115,16860,0.721499979496002,10,10,7.5,1,14,14.6000003814697,0.818369090557098,196
1,1848,0,1,43,10,3.67969989776611,3.38000011444092,2024,45,17,10.8699998855591,31431,0.581499993801117,7,7,7.5,1,6,24.6309108734131,1.30283105373383,36
1,1224,0,3,35,11,1.34720003604889,0,1694,38,12,9.14990043640137,19180,0.721499979496002,16,10,7.5,1,9,17.5310306549072,0.298028409481049,81
1,1400,0,2,43,12,3.21429991722107,4,2156,45,12,6.12239980697632,18600,0.691500008106232,10,7,7.5,1,20,14.0999803543091,1.16761004924774,400
1,640,0,5,39,12,5.17500019073486,2.25,2250,40,12,6.14979982376099,19151,0.721499979496002,12,12,7.5,1,6,15.83899974823,1.64383900165558,36
1,2000,0,0,45,12,2,2.29999995231628,2024,51,11,6.91699981689453,18100,0.691500008106232,7,7,5,1,23,14.1000003814697,0.6931471824646,529
1,1324,0,4,35,12,7.5528998374939,3.94000005722046,2123,40,10,4.71029996871948,20300,0.691500008106232,12,7,5,0,9,10.2999601364136,2.02193188667297,81
1,2215,0,2,42,16,3.50519990921021,3.29999995231628,4160,48,16,3.13100004196167,30419,0.621500015258789,10,16,7.5,0,5,22.6549797058105,1.25424802303314,25
1,1680,0,0,30,12,3.57139992713928,3.79999995231628,2000,35,12,4,14090,0.721499979496002,12,10,3,0,11,8.09004783630371,1.27295804023743,121
1,1600,0,0,48,13,3.25,3.25999999046326,2420,52,17,7.22270011901855,22679,0.661499977111816,7,3,5,1,18,17.4790000915527,1.1786550283432,324
1,800,0,0,45,12,3.25,2.20000004768372,1150,53,17,7.96519994735718,12160,0.721499979496002,7,7,11,0,15,9.5600004196167,1.1786550283432,225
1,1955,1,1,31,12,2.15450000762939,2.29999995231628,2024,31,12,4.08839988708496,12487,0.751500010490417,12,7,5,1,4,8.27495288848877,0.767558693885803,16
1,660,0,2,43,17,3.7878999710083,0,1904,43,17,14.1809997558594,29850,0.581499993801117,16,14,9.5,1,21,27.3499908447266,1.33181202411652,441
1,525,0,0,59,12,4,3.1800000667572,2448,53,16,6.5359001159668,18100,0.691500008106232,3,7,9.5,1,31,16,1.38629400730133,961
1,1904,0,3,32,12,4.72690010070801,6.07000017166138,2000,33,13,8.5,26000,0.661499977111816,3,7,11,1,9,16.9999809265137,1.55326998233795,81
1,1516,1,0,31,17,7.25589990615845,6,2390,30,17,6.27619981765747,26100,0.621500015258789,12,12,5,0,7,15.1000604629517,1.9818149805069,49
1,346,0,0,42,12,5.86709976196289,6.3899998664856,1920,47,10,5.20830011367798,17730,0.721499979496002,12,12,9.5,0,7,15.6999797821045,1.76935994625092,49
1,1040,0,0,50,11,1.53849995136261,0,1840,53,10,2.7820999622345,6719,0.751500010490417,7,7,7.5,1,32,5.11895990371704,0.430807888507843,1024
1,732,0,0,59,16,2.45900011062622,2.5,3360,57,17,4.91069984436035,18550,0.691500008106232,3,3,14,1,11,16.7500095367432,0.899754822254181,121
1,1880,0,2,36,13,5.85109996795654,5.19999980926514,2284,35,13,5.8668999671936,24600,0.661499977111816,12,10,7.5,0,16,13.5999298095703,1.7666300535202,256
1,1680,0,1,51,12,3.57139992713928,3.28999996185303,1875,50,8,7.51999998092651,23100,0.691500008106232,7,14,5,1,14,17.1000499725342,1.27295804023743,196
1,2081,0,3,45,16,3.80679988861084,4.19000005722046,2140,47,17,7.54489994049072,24656,0.661499977111816,12,12,5,1,27,16.7340507507324,1.33678901195526,729
1,690,0,1,42,11,2.46379995346069,0,1896,44,8,5.53800010681152,15897,0.751500010490417,10,3,7.5,0,0,14.1969804763794,0.901704788208008,0
1,4210,0,0,46,12,2.37529993057251,4.63000011444092,1040,49,16,6.92309999465942,20320,0.691500008106232,3,3,11,1,17,10.3199901580811,0.865123689174652,289
1,2205,0,1,46,10,4.53509998321533,4.55000019073486,2200,52,12,5,21384,0.661499977111816,10,3,11,0,28,11.3840999603271,1.51184701919556,784
1,1952,0,0,51,14,5.61829996109009,5.59999990463257,1952,58,12,7.30639982223511,25561,0.621500015258789,7,7,14,0,24,14.5940799713135,1.72602903842926,576
1,1302,0,0,30,17,14.6309995651245,9.52999973297119,1560,30,17,11.2180004119873,36550,0.579999983310699,14,17,5,1,11,17.5004405975342,2.6831419467926,121
1,112,1,2,30,12,2.67860007286072,0,4030,33,16,3.84619998931885,15810,0.721499979496002,12,12,3,0,1,15.5100002288818,0.985294282436371,1
1,893,0,0,57,12,3.91939997673035,3.5,2570,58,12,5.83659982681274,25500,0.621500015258789,9,9,7.5,1,14,21.9999809265137,1.36593902111053,196
1,583,1,2,31,16,2.57290005683899,9.97999954223633,1530,34,16,13.7250003814697,24000,0.661499977111816,14,16,9.5,1,6,22.5,0.945033729076385,36
1,480,0,2,48,12,4.53749990463257,4.65000009536743,3149,48,8,6.34929990768433,22172,0.661499977111816,3,3,5,0,10,19.9939994812012,1.51237595081329,100
1,1900,0,3,30,12,2,2.23000001907349,2690,32,12,5.25279998779297,17930,0.721499979496002,12,7,5,0,6,14.1300001144409,0.6931471824646,36
1,576,0,2,34,12,3.4721999168396,3.83999991416931,3096,33,12,1.30750000476837,7000,0.781499981880188,12,7,3,0,4,5.00001287460327,1.24478805065155,16
1,2056,0,2,48,16,2.01609992980957,0,2552,53,16,2.79979991912842,25300,0.721499979496002,14,16,5,1,10,21.154899597168,0.701164901256561,100
1,1984,0,0,45,12,4.57159996032715,4.82000017166138,2040,47,11,2.69609999656677,16212,0.721499979496002,10,10,11,0,22,7.14194583892822,1.51986300945282,484
1,2640,0,0,51,12,2.27270007133484,0,2180,50,13,7.56879997253418,22650,0.661499977111816,7,7,3,0,16,16.6500701904297,0.820968627929688,256
1,240,0,2,30,12,2.63750004768372,0,1864,37,12,3.4077000617981,6985,0.781499981880188,12,7,14,0,6,6.35200023651123,0.969831526279449,36
1,1173,0,1,46,12,2.28990006446838,2.5,2068,46,12,6.54010009765625,30000,0.691500008106232,7,7,11,1,12,27.3139495849609,0.828508198261261,144
1,3640,0,0,58,12,1.09889996051788,0,2010,58,12,7.21390008926392,18500,0.691500008106232,7,3,9.5,1,32,14.5,0.0943095982074738,1024
1,340,0,8,37,12,1.1764999628067,0,2152,40,10,6.27320003509521,16658,0.751500010490417,12,7,5,0,15,16.2579898834229,0.162543892860413,225
1,500,0,0,52,8,1.60000002384186,0,1496,54,11,5.88240003585815,10300,0.751500010490417,7,7,5,1,17,9.5,0.470003604888916,289
1,1599,0,0,52,10,1.87619996070862,2.79999995231628,2100,47,4,3.80949997901917,11000,0.751500010490417,7,3,7.5,0,34,7.99995613098145,0.629248380661011,1156
1,1830,0,0,31,16,4.04370021820068,4.19999980926514,1960,35,14,6.37760019302368,19900,0.691500008106232,12,12,7.5,1,9,12.5000295639038,1.39716005325317,81
1,1920,0,0,55,14,9.63539981842041,8.75,1985,55,15,6.04530000686646,32500,0.639999985694885,7,7,14,1,37,14.0000295639038,2.26544404029846,1369
1,2052,0,0,34,17,8.04090023040771,8.25,2020,33,17,8.81190013885498,37300,0.579999983310699,17,17,7.5,1,10,20.80006980896,2.0845410823822,100
1,2312,0,0,55,14,4.59899997711182,5.57999992370605,2178,56,16,8.87650012969971,30018,0.581499993801117,17,7,11,1,35,19.3851108551025,1.525838971138,1225
1,196,0,2,39,12,2.14289999008179,2.5,3684,39,12,3.34200000762939,12807,0.751500010490417,12,7,14,1,6,12.3869895935059,0.762160122394562,36
1,2500,0,3,40,14,4.40000009536743,5.5,5010,42,13,3.18359994888306,39500,0.551500022411346,14,3,7.5,0,19,28.5,1.481605052948,361
1,1980,0,4,43,12,3.53539991378784,3.75,1880,47,12,6.9148998260498,22050,0.691500008106232,12,12,9.5,1,10,15.0499095916748,1.26282596588135,100
1,1840,0,0,48,8,2.71740007400513,4.80000019073486,1904,56,8,5.51469993591309,15500,0.721499979496002,7,7,14,1,11,10.4999799728394,0.999675571918488,121
1,320,0,0,47,12,6.25,6.25,2083,47,12,5.28079986572266,13810,0.721499979496002,7,7,9.5,1,15,11.8100004196167,1.83258199691772,225
1,419,0,4,41,12,11.9329996109009,6.30000019073486,2125,44,12,3.20000004768372,11950,0.751500010490417,7,7,5,1,12,6.95007276535034,2.47930788993835,144
1,1880,0,0,36,8,3.59310007095337,3.75,1985,37,12,5.87909984588623,19175,0.691500008106232,12,12,7.5,0,12,12.4199695587158,1.27901494503021,144
1,72,0,2,46,17,6.9443998336792,0,2640,48,17,6.25,17900,0.691500008106232,12,16,7.5,0,14,17.3999996185303,1.93793594837189,196
1,120,0,0,34,12,2.91669988632202,0,2070,51,8,7.48789978027344,15850,0.721499979496002,12,7,5,1,11,15.5,1.07045304775238,121
1,1885,0,3,41,12,3.07690000534058,2.90000009536743,2107,48,8,6.97669982910156,27017,0.691500008106232,7,7,5,1,9,21.2170391082764,1.12392294406891,81
1,240,0,1,51,12,3.75,0,2250,54,10,8,18900,0.691500008106232,12,7,5,0,24,18,1.32175600528717,576
1,1729,0,0,33,12,5.72590017318726,4.76000022888184,2880,34,16,4.1318998336792,21800,0.691500008106232,12,12,7.5,1,12,11.899920463562,1.74500000476837,144
1,1850,0,0,52,12,3.67569994926453,3.40000009536743,1848,53,12,14.4759998321533,33552,0.551500022411346,10,10,7.5,1,13,26.7519607543945,1.30174398422241,169
1,2033,0,0,58,9,5.16480016708374,4.32000017166138,1927,53,7,5.73430013656616,22650,0.661499977111816,7,9,7.5,1,29,12.149959564209,1.64186596870422,841
1,608,2,4,34,10,8.22369956970215,3,1304,38,9,3.37420010566711,15200,0.791499972343445,0,0,7.5,1,11,10.199990272522,2.10701990127563,121
1,1153,0,1,31,12,4.33650016784668,4.51999998092651,3000,35,12,1.83329999446869,13120,0.721499979496002,7,10,7.5,1,13,8.12001514434814,1.46706795692444,169
1,2208,0,1,48,12,4.98190021514893,5.30999994277954,1892,52,12,5.60249996185303,21660,0.661499977111816,12,14,5,1,19,10.6599597930908,1.6058109998703,361
1,252,0,2,32,12,0.357100009918213,0,3644,32,12,4.2975001335144,18190,0.721499979496002,7,7,3,0,2,18.1000099182129,-1.02973902225494,4
1,337,0,0,49,17,2.96740007400513,0,1430,47,17,3.916100025177,9600,0.751500010490417,3,3,14,1,24,8.59998607635498,1.08768594264984,576
1,90,2,2,32,15,1,0,2350,31,14,4.8786997795105,13755,0.751500010490417,10,12,7.5,1,9,13.664999961853,0,81
1,1174,0,0,58,12,2.55539989471436,4.86999988555908,1948,59,16,9.24020004272461,35350,0.661499977111816,7,12,7.5,1,6,32.3499603271484,0.938208699226379,36
1,372,0,0,50,6,0.860199987888336,2.25,1804,42,12,6.65189981460571,12405,0.721499979496002,12,7,7.5,1,22,12.0850095748901,-0.150590404868126,484
1,30,0,0,60,14,1,0,2326,51,12,4.62169981002808,12180,0.751500010490417,12,17,9.5,0,30,12.1499996185303,0,900
1,1800,0,1,50,12,2.92610001564026,0,1739,55,11,9.97410011291504,22962,0.661499977111816,7,3,7.5,1,10,17.6950206756592,1.07367098331451,100
1,282,0,0,56,14,3.54609990119934,2.5,1176,57,17,20.9179992675781,25700,0.621500015258789,7,7,9.5,1,6,24.7000007629395,1.26584804058075,36
1,720,0,0,51,9,1.62639999389648,2.20000004768372,1100,55,8,1.94000005722046,3305,0.791499972343445,7,7,3,0,29,2.13399195671082,0.486369013786316,841
1,1440,0,1,54,17,8.33329963684082,6,1528,58,17,8.8351001739502,32950,0.581499993801117,7,12,5,1,29,20.9500503540039,2.12026000022888,841
1,2100,0,0,59,13,3.0952000617981,2.95000004768372,2250,52,15,4.66669988632202,17000,0.691500008106232,7,7,5,1,36,10.5000801086426,1.12985301017761,1296
1,1000,0,2,46,9,2.70000004768372,2.34999990463257,1927,47,10,5.18940019607544,13250,0.751500010490417,7,7,5,1,19,10.5500001907349,0.993251800537109,361
1,952,0,1,46,15,5.25209999084473,0,2414,47,16,18.7240009307861,50750,0.441500008106232,7,12,5,1,8,45.75,1.65862798690796,64
1,1413,1,3,39,12,1.41540002822876,2.20000004768372,768,49,8,10.4169998168945,15632,0.771499991416931,10,10,14,0,13,13.6320400238037,0.347412198781967,169
1,2100,0,2,44,12,4.79860019683838,4.84999990463257,1984,43,14,8.84580039978027,28316,0.621500015258789,7,0,11,1,16,18.2389392852783,1.568323969841,256
1,120,2,0,33,12,1.66670000553131,2.36999988555908,2246,36,12,7.56899976730347,17290,0.721499979496002,12,12,9.5,1,11,17.0900001525879,0.510845601558685,121
1,3000,1,2,33,12,1.12170004844666,0,3024,30,17,4.45069980621338,33600,0.621500015258789,10,10,7.5,1,15,30.234899520874,0.114845402538776,225
1,1000,0,2,48,12,0.5,0,2921,52,12,9.32040023803711,29200,0.621500015258789,12,7,9,1,6,28.7000007629395,-0.6931471824646,36
1,336,0,4,31,12,0.714299976825714,0,2045,37,17,9.16870021820068,19870,0.691500008106232,7,7,11,0,13,19.6299991607666,-0.336452305316925,169
1,1216,0,1,45,12,2.79609990119934,2.90000009536743,1928,44,12,6.48339986801147,16225,0.721499979496002,7,7,11,0,22,12.8249397277832,1.02822601795197,484
1,988,0,1,45,12,4.85830020904541,4.5,1920,44,10,7.8125,28600,0.691500008106232,7,3,5,1,24,23.7999992370605,1.58068895339966,576
1,2581,0,2,32,13,1.74349999427795,2.59999990463257,2280,37,17,11.4040002822876,30800,0.581499993801117,14,12,7.5,1,2,26.3000297546387,0.555894613265991,4
1,2030,0,0,47,12,2.46309995651245,2.79999995231628,2300,47,17,5.08699989318848,25700,0.691500008106232,7,7,3,0,6,20.6999092102051,0.901420712471008,36
1,413,0,2,34,13,2.42129993438721,3,2480,35,13,6.97580003738403,27000,0.621500015258789,12,12,3,0,2,26,0.884304583072662,4
1,782,0,1,37,12,1.53450000286102,2.29999995231628,1135,34,10,5.28630018234253,12077,0.771499991416931,12,7,9.5,1,2,10.8770198822021,0.428204596042633,4
1,1388,0,1,36,12,2.88179993629456,1.87000000476837,1384,39,12,11.5620002746582,29612,0.661499977111816,7,7,11,0,14,25.612060546875,1.05841505527496,196
1,1450,1,2,47,12,2.40689992904663,3,1848,50,14,8.60610008239746,24479,0.691500008106232,7,10,9.5,1,9,20.9889907836914,0.87833958864212,81
1,1720,0,1,48,16,5.23260021209717,4.67999982833862,2499,46,17,12.8050003051758,79750,0.441500008106232,14,14,7.5,1,11,70.7499313354492,1.65490794181824,121
1,800,0,2,42,12,3.75,2.5,2390,43,12,6.69460010528564,20050,0.691500008106232,12,7,11,0,9,17.0499992370605,1.32175600528717,81
1,360,0,3,33,13,1.3889000415802,0,2400,44,14,8.33329963684082,21500,0.691500008106232,10,12,11,1,6,21,0.328512102365494,36
1,2000,0,0,46,11,4,4.6100001335144,1920,53,8,4.16669988632202,16120,0.691500008106232,7,7,5,0,19,8.11999988555908,1.38629400730133,361
1,1176,0,3,47,12,3.23130011558533,3.34999990463257,2301,48,13,5.47590017318726,24686,0.721499979496002,7,7,9.5,0,26,20.8859901428223,1.17288494110107,676
1,2058,0,1,44,12,3.40140008926392,3.79999995231628,1944,43,10,5.14400005340576,24669,0.691500008106232,7,10,9.5,1,19,17.6689205169678,1.22418701648712,361
1,900,0,4,36,12,1.33329999446869,2.20000004768372,2100,37,17,11.6669998168945,26400,0.661499977111816,7,7,7.5,1,3,25.2000293731689,0.287657111883163,9
1,215,2,0,31,17,9.30230045318604,9.97999954223633,1920,32,16,7.29169988632202,16245,0.721499979496002,12,12,7.5,1,7,14.2450103759766,2.23026204109192,49
1,2000,0,0,55,14,4.5,4.36999988555908,2880,55,14,4.86110019683838,23300,0.661499977111816,7,7,9.5,1,28,14.3000001907349,1.50407695770264,784
1,757,0,1,45,16,4.62349987030029,4.5,1932,48,16,12.1639995574951,27200,0.621500015258789,12,7,9.5,1,13,23.7000102996826,1.53115200996399,169
1,1264,0,0,47,17,3.9556999206543,0,3234,48,17,10.8229999542236,51000,0.461499989032745,10,17,9.5,1,9,46,1.37515795230865,81
1,2064,0,3,46,12,5.81400012969971,6,2805,47,12,12.4779996871948,55000,0.461499989032745,10,7,14,1,15,42.9999008178711,1.76026904582977,225
1,1280,0,0,49,11,0.5,0,2272,52,9,6.16200017929077,15389,0.721499979496002,7,7,7.5,1,20,14.7489995956421,-0.6931471824646,400
1,1715,0,0,49,12,4.08160018920898,3.75,2227,52,14,7.18459987640381,23150,0.661499977111816,7,7,9.5,1,29,16.1500492095947,1.40648901462555,841
1,2000,0,2,45,12,6,4.94999980926514,1720,49,6,7.09299993515015,29774,0.621500015258789,7,10,14,1,9,17.7740001678467,1.79175901412964,81
1,12,1,3,38,17,3.66669988632202,0,2300,38,13,17.826000213623,91044,0.441500008106232,12,10,14,1,1,91,1.29929196834564,1
1,1528,0,0,47,10,3.86129999160767,2.95000004768372,3410,50,12,6.39300012588501,28200,0.581499993801117,7,12,14,1,8,22.2999305725098,1.35100400447845,64
1,561,0,3,54,13,2.76290011405945,2.52999997138977,2304,57,16,11.7189998626709,36150,0.551500022411346,7,7,9.5,1,19,34.6000099182129,1.0162810087204,361
1,2058,0,0,41,11,2.93099999427795,2.90000009536743,1984,42,12,4.78830003738403,15652,0.721499979496002,12,12,7.5,0,23,9.62000179290771,1.07534396648407,529
1,1823,0,2,43,12,4.38840007781982,4.19999980926514,1890,33,14,4.23280000686646,18900,0.751500010490417,14,7,11,0,3,10.8999500274658,1.47896504402161,9
1,1680,1,1,31,16,5.41669988632202,4.69999980926514,1970,32,12,7.10659980773926,23600,0.661499977111816,12,10,7.5,0,13,14.4999399185181,1.68948698043823,169
1,1440,0,0,47,17,9.86110019683838,7.09999990463257,2400,46,12,8.33329963684082,36200,0.610000014305115,7,7,7.5,1,8,22.0000190734863,2.28859806060791,64
1,4950,0,2,35,12,0.16159999370575,2.75,2504,37,12,6.98880004882812,18700,0.691500008106232,10,10,7.5,0,17,17.9000797271729,-1.82263100147247,289
1,1176,0,3,45,16,0.382600009441376,3.75,2398,48,17,9.59130001068115,24125,0.661499977111816,7,7,11,1,4,23.6750602722168,-0.960765182971954,16
1,1100,1,0,33,12,3.63639998435974,3.57999992370605,1960,39,12,6.02040004730225,15800,0.721499979496002,7,7,7.5,0,15,11.7999601364136,1.29099404811859,225
1,1516,0,1,54,16,2.37470006942749,2.40000009536743,2550,55,12,2.96860003471375,19742,0.721499979496002,12,7,3,0,11,16.1419506072998,0.864871084690094,121
1,900,0,4,35,8,4.66669988632202,3.95000004768372,2500,41,12,7,22600,0.691500008106232,10,7,9.5,0,7,18.3999691009521,1.540452003479,49
